0,1
you,didn't
isn't,it
it,<\s>
did,you
you,go
don't,you
you,like
like,it
it,<\s>
isn't,it
it,<\s>
are,you
you,going
are,you
you,wearing
have,you
you,got
<s>,they
they,are
<s>,they
they,just
don't,they
they,<\s>
<s>,you
you,don't
inside,it
it,<\s>
<s>,you
you,might
break,it
it,<\s>
are,you
you,going
show,me
me,how
what're,you
you,doing
are,you
you,having
has,he
he,gone
has,he
he,taken
with,him
him,<\s>
to,you
you,aran
liked,it
it,the
moment,she
she,saw
saw,it
it,<\s>
didn't,she
she,<\s>
there,we
we,are
is,it
it,now
is,it
it,a
<s>,i
i,thought
because,it
it,rocks
doesn't,it
it,<\s>
said,it
it,was
didn't,he
he,<\s>
that's,it
it,<\s>
<s>,you
you,push
do,you
you,want
do,it
it,for
for,you
you,<\s>
is,it
it,you
it,you
you,<\s>
<s>,i
i,think
hadn't,we
we,before
to,me
me,<\s>
about,you
you,am
am,i
i,<\s>
anna,you
you,new
weren't,they
they,<\s>
that,it
it,makes
to,you
you,<\s>
have,you
you,<\s>
put,them
them,on
bought,them
them,for
for,you
you,did
did,she
she,<\s>
bought,them
them,<\s>
glad,you
you,remembered
did,you
you,learn
to,you
you,<\s>
are,we
we,<\s>
are,you
you,going
didn't,he
he,<\s>
seen,him
him,since
have,you
you,<\s>
didn't,it
it,<\s>
throw,it
it,to
sometimes,they
they,are
aren't,they
they,<\s>
sometimes,they
they,are
so,we
we,hafta
for,them
them,don't
don't,we
we,<\s>
isn't,it
it,<\s>
when,you
you,wake
to,you
you,and
and,you
you,said
said,it
it,to
didn't,you
you,<\s>
<s>,you
you,said
said,it
it,to
didn't,you
you,<\s>
no,i
i,thought
isn't,it
it,aran
are,you
you,going
are,you
you,<\s>
are,you
you,going
for,you
you,<\s>
is,it
it,<\s>
am,i
i,asking
asking,you
you,<\s>
<s>,it
it,isn't
is,it
it,<\s>
is,it
it,<\s>
what,it
it,is
have,we
we,got
is,it
it,<\s>
isn't,it
it,<\s>
<s>,i
i,don't
<s>,i
i,should
shouldn't,i
i,<\s>
<s>,it
it,isn't
is,it
it,<\s>
is,it
it,<\s>
<s>,i
i,thought
thought,you
you,liked
<s>,it
it,begins
<s>,we
we,saw
didn't,we
we,playing
<s>,they
they,threw
threw,it
it,in
didn't,they
they,<\s>
threw,it
it,in
and,it
it,went
didn't,it
it,<\s>
isn't,it
it,<\s>
is,it
it,<\s>
isn't,it
it,<\s>
<s>,it
it,swims
yes,it
it,does
isn't,it
it,<\s>
<s>,it
it,isn't
is,it
it,<\s>
isn't,it
it,<\s>
<s>,it
it,isn't
isn't,you
you,at
is,it
it,<\s>
isn't,it
it,<\s>
isn't,it
it,<\s>
is,it
it,<\s>
is,it
it,<\s>
put,it
it,on
do,you
you,like
did,you
you,have
did,you
you,have
no,we
we,didn't
<s>,we
we,had
and,you
you,had
didn't,you
you,<\s>
are,they
they,<\s>
isn't,it
it,<\s>
isn't,it
it,<\s>
is,it
it,<\s>
is,it
it,<\s>
is,it
it,<\s>
for,you
you,<\s>
isn't,it
it,<\s>
what's,it
it,eating
isn't,it
it,<\s>
is,it
it,<\s>
aren't,you
you,going
put,them
them,together
for,you
you,<\s>
have,you
you,got
haven't,you
you,<\s>
isn't,it
it,<\s>
<s>,you
you,tell
tell,me
me,about
show,me
me,how
how,it
it,works
doesn't,it
it,<\s>
and,it
it,scoops
doesn't,it
it,<\s>
and,it
it,lifts
lifts,it
it,up
where's,it
it,going
is,it
it,going
tipping,it
it,there
are,you
you,<\s>
do,you
you,want
do,you
you,<\s>
<s>,i
i,don't
is,it
it,<\s>
<s>,i
i,don't
is,it
it,<\s>
bought,it
it,for
for,you
you,didn't
didn't,she
she,<\s>
<s>,she
she,would
like,you
you,to
at,it
it,wouldn't
wouldn't,she
she,<\s>
enjoy,it
it,<\s>
on,it
it,<\s>
does,it
it,feel
can,you
you,skate
on,it
it,<\s>
that,it
it,goes
prefer,it
it,if
if,you
you,didn't
break,it
it,<\s>
aren't,they
they,<\s>
get,you
you,another
willn't,she
she,if
if,you
you,want
shall,we
we,say
oh,you
you,want
want,it
it,now
do,you
you,<\s>
didn't,he
he,<\s>
was,it
it,<\s>
<s>,you
you,get
<s>,we
we,haven't
is,it
it,<\s>
isn't,it
it,<\s>
did,you
you,go
<s>,we
we,went
didn't,we
we,<\s>
<s>,it
it,was
wasn't,it
it,<\s>
and,you
you,got
didn't,you
you,because
because,it
it,was
and,it
it,blew
over,you
you,<\s>
are,we
we,going
are,we
we,<\s>
aren't,they
they,<\s>
<s>,you
you,can't
tell,them
them,apart
of,them
them,is
isn't,it
it,<\s>
<s>,we
we,won't
will,we
we,<\s>
aren't,we
we,<\s>
<s>,you
you,get
of,it
it,and
willn't,we
we,<\s>
because,he
he,always
does,it
it,while
aren't,you
you,<\s>
on,it
it,hasn't
hasn't,it
it,<\s>
is,it
it,<\s>
yes,it
it,lifts
<s>,it
it,does
and,it
it,turns
doesn't,it
it,<\s>
and,he
he,operates
isn't,it
it,<\s>
didn't,he
he,<\s>
in_case,you
you,er
in_case,you
you,lost
lost,it
it,or
with,it
it,<\s>
what's,he
he,using
turn,it
it,back
<s>,you
you,turn
turn,it
it,back
<s>,you
you,turn
turn,it
it,back
oh,you
you,see
with,it
it,darling
otherwise,it
it,comes
doesn't,it
it,<\s>
there,we
we,are
high,it
it,goes
isn't,it
it,<\s>
making,us
us,a
are,you
you,going
make,us
us,a
could,you
you,do
is,it
it,<\s>
<s>,we
we,don't
do,we
we,<\s>
aren't,you
you,<\s>
over,them
them,<\s>
<s>,we
we,don't
do,we
we,<\s>
shall,we
we,do
is,it
it,<\s>
is,it
it,<\s>
<s>,it
it,broke
did,it
it,<\s>
did,it
it,break
no,we
we,don't
do,we
we,<\s>
let,you
you,touch
does,he
he,<\s>
willn't,it
it,<\s>
bang,it
it,will
isn't,it
it,<\s>
leave,it
it,alone
<s>,you
you,don't
<s>,you
you,don't
what,we
we,use
use,it
it,for
have,you
you,put
couldn't,we
we,just
well,you
you,put
stir,it
it,up
stir,it
it,up
is,it
it,hot
is,it
it,<\s>
have,you
you,made
didn't,you
you,put
didn't,you
you,boil
did,you
you,forget
<s>,you
you,forgot
did,you
you,<\s>
are,you
you,going
well,we
we,keep
don't,we
we,<\s>
there,we
we,are
can,you
you,make
make,it
it,in
there,we
we,are
are,you
you,going
stir,it
it,up
have,you
you,put
is,it
it,<\s>
are,you
you,going
pouring,it
it,out
no,you
you,generally
pour,it
it,into
can,i
i,have
is,it
it,<\s>
<s>,you
you,hafta
haven't,you
you,<\s>
no,we
we,don't
do,we
we,<\s>
is,it
it,wet
isn't,it
it,<\s>
put,it
it,back
is,it
it,<\s>
put,it
it,in
has,it
it,<\s>
<s>,you
you,put
put,it
it,back
stir,it
it,all
no,you
you,don't
isn't,it
it,<\s>
<s>,you
you,put
there,we
we,are
stir,it
it,up
help,you
you,<\s>
have,we
we,got
yes,we
we,have
<s>,we
we,poured
haven't,we
we,<\s>
don't,we
we,<\s>
have,we
we,got
shall,we
we,have
isn't,it
it,<\s>
right,you
you,pour
<s>,you
you,pour
<s>,you
you,don't
do,you
you,<\s>
isn't,it
it,<\s>
with,it
it,then
no,you
you,don't
well,you
you,have
are,you
you,going
is,it
it,<\s>
would,you
you,like
like,me
me,to
is,it
it,<\s>
well,you
you,be
<s>,i
i,hope
spoil,it
it,by
on,it
it,<\s>
for,me
me,<\s>
is,it
it,all_gone
well,you
you,can
can't,you
you,<\s>
have,you
you,poured
do,you
you,think
would,he
he,<\s>
would,you
you,like
is,it
it,<\s>
are,they
they,in
<s>,you
you,give
isn't,it
it,<\s>
wasn't,he
he,<\s>
are,you
you,going
do,you
you,like
isn't,he
he,<\s>
is,it
it,darling
do,you
you,want
want,it
it,to
yes,it
it,is
isn't,it
it,<\s>
are,they
they,<\s>
aren't,they
they,<\s>
that,i
i,think
aren't,they
they,<\s>
isn't,it
it,pretty
isn't,she
she,going
is,it
it,a
is,it
it,<\s>
can,you
you,<\s>
<s>,it
it,eats
yes,it
it,does
<s>,it
it,eats
what're,you
you,going
stop,him
him,<\s>
<s>,she
she,wants
comfort,her
her,<\s>
has,he
he,gone
has,he
he,gone
comfort,her
her,then
round,her
her,<\s>
in,her
her,hair
shall,we
we,tie
tie,it
it,nicely
made,her
her,cry
tell,her
her,you're
give,her
her,a
isn't,it
it,<\s>
no,we
we,don't
a,she
she,is
love,her
her,better
willn't,she
she,<\s>
<s>,you
you,wanna
do,you
you,<\s>
yes,we
we,know
<s>,we
we,know
don't,we
we,<\s>
of,you
you,<\s>
yes,we
we,know
don't,we
we,<\s>
shall,we
we,put
shall,we
we,put
aren't,they
they,<\s>
should,we
we,<\s>
willn't,it
it,<\s>
should,we
we,<\s>
what,she
she,drives
is,it
it,<\s>
what's,she
she,called
has,she
she,got
what're,you
you,going
call,her
her,<\s>
<s>,i
i,don't
is,it
it,<\s>
oh,you
you,want
want,her
her,to
do,you
you,<\s>
help,you
you,and
willn't,she
she,<\s>
isn't,she
she,<\s>
there,we
we,are
are,you
you,going
are,you
you,going
are,you
you,going
are,you
you,going
to,you
you,this
did,he
he,say
oh,i
i,know
in,her
her,car
isn't,she
she,<\s>
is,it
it,<\s>
wouldn't,she
she,<\s>
isn't,she
she,<\s>
does,he
he,<\s>
have,you
you,<\s>
is,it
it,<\s>
<s>,you
you,want
want,him
him,to
do,you
you,<\s>
where's,it
it,going
are,you
you,driving
driving,it
it,to
<s>,i
i,think
shall,we
we,fit
fit,him
him,in
there,we
we,are
isn't,he
he,<\s>
hasn't,he
he,<\s>
shall,we
we,have
is,he
he,<\s>
shall,we
we,let
let,him
him,shall
shall,we
we,let
let,him
him,drive
well,you
you,put
<s>,you
you,find
can,he
he,sit
isn't,he
he,<\s>
isn't,he
he,<\s>
isn't,it
it,<\s>
isn't,it
it,<\s>
haven't,we
we,<\s>
put,them
them,in
shall,we
we,put
put,them
them,on
stand,them
them,up
there,we
we,are
is,he
he,<\s>
what're,you
you,going
feed,him
him,on
well,i
i,don't
feed,him
him,with
have,we
we,<\s>
shall,we
we,feed
feed,him
him,on
yes,i
i,know
if,you
you,could
ignore,it
it,it'd
no,you
you,don't
<s>,you
you,bring
is,it
it,then
has,it
it,gone
until,it
it,comes
aren't,we
we,<\s>
what're,you
you,going
with,it
it,<\s>
what're,you
you,doing
is,it
it,<\s>
there,it
it,is
no,we
we,can't
with,it
it,<\s>
<s>,you
you,get
<s>,you
you,play
well,you
you,give
are,you
you,going
with,it
it,<\s>
does,it
it,<\s>
are,you
you,going
are,you
you,cleaning
well,we
we,haven't
have,we
we,<\s>
can't,we
we,do
<s>,it
it,might
mightn't,it
it,<\s>
<s>,it
it,might
if,i
i,was
<s>,we
we,might
of,it
it,forever
<s>,i
i,think
<s>,i
i,think
<s>,you
you,come
hasn't,it
it,<\s>
aren't,you
you,<\s>
are,you
you,going
are,you
you,going
for,me
me,<\s>
are,you
you,going
if,you
you,don't
with,her
her,<\s>
round,her
her,<\s>
have,we
we,<\s>
well,we
we,don't
did,it
it,<\s>
and,it
it,got
are,you
you,going
gave,you
you,<\s>
is,it
it,<\s>
is,it
it,<\s>
is,it
it,a
what's,it
it,doing
isn't,it
it,<\s>
can,you
you,say
well,i
i,suppose
isn't,it
it,<\s>
do,you
you,wanna
do,you
you,<\s>
shall,we
we,take
take,you
you,upstairs
do,you
you,<\s>
do,you
you,want
<s>,you
you,look
show,me
me,what
isn't,it
it,<\s>
aren't,they
they,<\s>
isn't,it
it,<\s>
bend,it
it,like
isn't,it
it,<\s>
have,we
we,got
haven't,we
we,<\s>
hasn't,he
he,<\s>
<s>,you
you,stroke
<s>,it
it,isn't
isn't,it
it,<\s>
aren't,they
they,<\s>
have,you
you,seen
seen,them
them,in
<s>,you
you,want
want,me
me,to
is,it
it,a
is,it
it,a
is,it
it,<\s>
are,you
you,going
on,it
it,and
<s>,i
i,think
isn't,it
it,<\s>
of,us
us,is
and,i
i,know
aren't,you
you,going
are,we
we,<\s>
are,we
we,<\s>
are,we
we,going
are,you
you,going
isn't,it
it,<\s>
are,you
you,going
can,you
you,put
put,them
them,on
do,it
it,<\s>
isn't,it
it,<\s>
<s>,it
it,is
isn't,it
it,<\s>
so,you
you,can't
eat,it
it,<\s>
isn't,it
it,<\s>
<s>,i
i,bet
bet,you
you,don't
is,it
it,<\s>
well,we
we,don't
don't,we
we,don't
don't,we
we,don't
eat,them
them,<\s>
aren't,they
they,<\s>
isn't,it
it,<\s>
shall,we
we,go
shall,we
we,pretend
shall,we
we,buy
shall,we
we,buy
aren't,they
they,<\s>
<s>,you
you,like
don't,you
you,<\s>
put,it
it,in
put,it
it,in
oh,we
we,do
and,we
we,don't
do,it
it,to
with,you
you,if
will,they
they,<\s>
<s>,i
i,think
willn't,she
she,<\s>
isn't,it
it,<\s>
<s>,we
we,break
don't,we
we,<\s>
<s>,we
we,break
<s>,you
you,can't
eat,them
them,can
can,you
you,<\s>
isn't,it
it,<\s>
are,we
we,going
brought,them
them,downstairs
shall,we
we,have
isn't,it
it,<\s>
is,it
it,<\s>
isn't,it
it,<\s>
aren't,you
you,going
tell,me
me,<\s>
do,you
you,wanna
tell,me
me,this
there,we
we,are
isn't,it
it,<\s>
is,it
it,<\s>
<s>,you
you,told
told,me
me,a
didn't,you
you,<\s>
is,it
it,<\s>
<s>,you
you,said
said,it
it,was
didn't,you
you,<\s>
<s>,he
he,started
have,we
we,got
isn't,it
it,<\s>
monday,he
he,ate
are,they
they,<\s>
for,you
you,<\s>
should,we
we,<\s>
are,you
you,sailing
are,you
you,sure
take,you
you,to
yes,it
it,will
is,it
it,<\s>
is,it
it,<\s>
<s>,you
you,want
<s>,you
you,want
<s>,you
you,want
pick,you
you,up
is,it
it,a
was,it
it,when
when,you
you,went
was,it
it,<\s>
do,you
you,want
shall,we
we,put
should,we
we,<\s>
shall,we
we,sail
<s>,you
you,want
do,you
you,<\s>
do,you
you,want
want,it
it,up
<s>,we
we,wait
what,you
you,want
are,you
you,<\s>
are,you
you,stuck
if,we
we,put
there,it
it,will
<s>,i
i,don't
should,we
we,<\s>
and,they
they,can
can't,they
they,<\s>
isn't,it
it,<\s>
is,it
it,<\s>
got,you
you,<\s>
got,you
you,<\s>
are,you
you,going
oh,it
it,is
isn't,it
it,<\s>
<s>,you
you,get
that's,it
it,<\s>
<s>,i
i,don't
think,you
you,know
do,you
you,<\s>
<s>,i
i,think
does,it
it,better
doesn't,he
he,<\s>
displeased,you
you,aran
has,it
it,<\s>
isn't,it
it,<\s>
to,you
you,don't
don't,they
they,<\s>
break,it
it,all
aren't,you
you,<\s>
if,you
you,break
<s>,you
you,will
<s>,i
i,think
<s>,i
i,did
warn,you
you,<\s>
should,we
we,to
aren't,you
you,<\s>
is,it
it,raining
<s>,it
it,isn't
<s>,it
it,isn't
<s>,it
it,might
<s>,you
you,talk
<s>,you
you,talk
and,you
you,talk
tell,me
me,a
tell,me
me,a
did,we
we,go
did,we
we,go
did,we
we,go
did,you
you,do
while,we
we,were
did,you
you,play
did,you
you,<\s>
was,it
it,nice
shall,we
we,play
do,you
you,want
oh,i
i,think
isn't,he
he,<\s>
shall,we
we,open
isn't,it
it,<\s>
have,they
they,got
that,they
they,put
have,you
you,got
haven't,you
you,<\s>
do,you
you,like
do,you
you,like
do,you
you,like
<s>,we
we,did
didn't,we
we,<\s>
but,you
you,can
can't,you
you,<\s>
are,you
you,going
are,you
you,<\s>
is,it
it,dirty
are,we
we,<\s>
haven't,you
you,aran
since,you
you,were
<s>,it
it,was
thing,you
you,did
wasn't,it
it,<\s>
when,it
it,comes
willn't,we
we,<\s>
when,it
it,comes
no,we
we,don't
do,we
we,<\s>
splat,it
it,aren't
aren't,we
we,<\s>
<s>,we
we,left
didn't,we
we,<\s>
<s>,you
you,love
taking,them
them,down
don't,you
you,<\s>
dusting,them
them,<\s>
have,you
you,finished
are,you
you,going
did,we
we,go
did,we
we,go
<s>,we
we,went
didn't,we
we,<\s>
yes,we
we,know
was,he
he,crying
did,he
he,want
that,it
it,<\s>
<s>,it
it,wasn't
was,it
it,<\s>
when,she
she,got
<s>,i
i,got
didn't,i
i,<\s>
but,i
i,haven't
use,it
it,yet
what're,we
we,going
shall,we
we,have
that,you
you,had
that,we
we,haven't
in,it
it,<\s>
isn't,it
it,<\s>
doesn't,he
he,<\s>
shall,we
we,have
shall,we
we,have
what's,he
he,doing
<s>,i
i,don't
isn't,it
it,<\s>
aren't,they
they,<\s>
<s>,they
they,want
want,him
him,to
take,them
them,swimming
don't,they
they,<\s>
does,it
it,<\s>
<s>,it
it,cuts
does,it
it,<\s>
hasn't,he
he,<\s>
isn't,it
it,that
doesn't,it
it,<\s>
yes,it
it,flashes
isn't,it
it,<\s>
inside,it
it,<\s>
is,it
it,aran
is,it
it,<\s>
<s>,it
it,does
is,it
it,<\s>
isn't,it
it,<\s>
wouldn't,he
he,<\s>
wouldn't,he
he,<\s>
aren't,they
they,<\s>
isn't,it
it,<\s>
isn't,it
it,<\s>
yes,you
you,put
and,you
you,lift
lift,it
it,up
don't,you
you,<\s>
<s>,it
it,broke
didn't,it
it,<\s>
broke,it
it,<\s>
broke,it
it,did
did,she
she,<\s>
replaced,it
it,didn't
didn't,she
she,<\s>
<s>,she
she,went
over,her
her,stockroom
didn't,she
she,<\s>
is,it
it,<\s>
no,it
it,isn't
isn't,it
it,<\s>
yes,it
it,came
didn't,it
it,<\s>
isn't,it
it,<\s>
<s>,it
it,wants
does,it
it,<\s>
what're,you
you,doing
with,it
it,won't
willn't,we
we,<\s>
missed,it
it,didn't
didn't,she
she,<\s>
<s>,she
she,tried
get,it
it,didn't
didn't,she
she,<\s>
<s>,she
she,missed
missed,it
it,<\s>
and,it
it,flew
didn't,it
it,<\s>
when,it
it,comes
can,i
i,have
<s>,i
i,don't
think,you
you,can
post,it
it,darling
<s>,i
i,think
<s>,you
you,can
put,it
it,in
so,it
it,won't
will,it
it,<\s>
so,you
you,put
put,it
it,back
is,it
it,stuck
<s>,you
you,don't
do,you
you,<\s>
isn't,it
it,<\s>
<s>,it
it,doesn't
are,you
you,going
have,you
you,<\s>
<s>,you
you,wanna
do,you
you,<\s>
aren't,you
you,going
<s>,i
i,think
haven't,they
they,for
yes,it
it,is
isn't,it
it,<\s>
didn't,he
he,<\s>
are,you
you,going
let,it
it,go
let,it
it,move
if,we
we,can
isn't,it
it,<\s>
lost,her
her,ring
<s>,i
i,think
lost,it
it,in
when,she
she,was
but,we
we,can
see,it
it,can't
can't,we
we,<\s>
that,it
it,there
is,it
it,<\s>
<s>,he
he,thinks
haven't,they
they,<\s>
no,you
you,can't
no,i
i,think
haven't,you
you,<\s>
isn't,she
she,<\s>
aren't,they
they,in
isn't,it
it,<\s>
haven't,they
they,<\s>
isn't,it
it,<\s>
are,they
they,<\s>
haven't,they
they,<\s>
if,he
he,was
wouldn't,he
he,<\s>
hasn't,she
she,<\s>
isn't,she
she,<\s>
haven't,you
you,<\s>
cleaning,it
it,aren't
aren't,they
they,<\s>
like,you
you,<\s>
haven't,they
they,<\s>
haven't,they
they,<\s>
isn't,it
it,<\s>
haven't,they
they,<\s>
is,it
it,all
are,you
you,telling
telling,me
me,<\s>
hasn't,he
he,<\s>
isn't,he
he,<\s>
isn't,it
it,<\s>
is,it
it,tomorrow
aren't,they
they,<\s>
aren't,they
they,<\s>
wasn't,it
it,<\s>
mixed,them
them,up
haven't,they
they,<\s>
that,you
you,<\s>
is,it
it,daddy
yes,i
i,know
isn't,it
it,<\s>
isn't,it
it,<\s>
isn't,it
it,<\s>
are,you
you,going
are,you
you,<\s>
<s>,you
you,put
<s>,you
you,try
do,you
you,not
shall,we
we,play
should,we
we,<\s>
doesn't,it
it,<\s>
isn't,it
it,<\s>
of,them
them,all
isn't,it
it,<\s>
isn't,it
it,<\s>
that's,it
it,<\s>
there,it
it,goes
put,it
it,<\s>
<s>,you
you,put
<s>,you
you,put
can,you
you,manage
haven't,you
you,<\s>
turn,it
it,haven't
haven't,you
you,<\s>
isn't,it
it,<\s>
put,it
it,in
wouldn't,he
he,<\s>
isn't,it
it,<\s>
isn't,it
it,<\s>
shall,we
we,let
there,you
you,are
can,you
you,turn
turn,it
it,<\s>
shall,we
we,let
let,it
it,go
shall,we
we,let
let,it
it,go
should,we
we,<\s>
should,we
we,<\s>
there,it
it,goes
is,it
it,<\s>
does,it
it,say
<s>,you
you,stand
isn't,it
it,<\s>
<s>,we
we,sang
didn't,we
we,<\s>
yes,it
it,went
didn't,it
it,<\s>
didn't,it
it,<\s>
isn't,it
it,<\s>
haven't,we
we,<\s>
legs,we
we,can
can't,we
we,<\s>
is,it
it,taking
taking,you
you,on
is,it
it,<\s>
aren't,you
you,<\s>
wonder,we
we,couldn't
find,it
it,<\s>
shall,we
we,send
should,we
we,<\s>
do,you
you,think
isn't,he
he,<\s>
hasn't,he
he,<\s>
<s>,you
you,want
want,him
him,to
do,you
you,want
oh,i
i,suppose
suppose,he
he,could
couldn't,he
he,<\s>
<s>,i
i,wonder
if,we
we,can
are,you
you,watching
didn't,he
he,<\s>
did,you
you,sit
did,you
you,sit
did,you
you,<\s>
do,you
you,think
hasn't,he
he,<\s>
if,we
we,can
get,him
him,back
well,we
we,haven't
have,we
we,<\s>
shall,we
we,see
that,we
we,can
if,we
we,can
hasn't,he
he,<\s>
oh,it
it,moves
doesn't,it
it,<\s>
well,he
he,would
<s>,i
i,don't
what,it
it,is
shall,we
we,have
is,it
it,<\s>
isn't,it
it,<\s>
hasn't,he
he,<\s>
couldn't,he
he,<\s>
are,you
you,going
isn't,it
it,<\s>
<s>,you
you,get
where're,you
you,going
are,you
you,are
are,you
you,going
are,you
you,sitting
can,i
i,have
<s>,you
you,said
said,i
i,couldn't
didn't,you
you,<\s>
well,you
you,said
said,i
i,could
<s>,you
you,said
when,i
i,sit
there,you
you,won't
let,me
me,<\s>
<s>,i
i,have
<s>,you
you,sit
<s>,you
you,sit
and,you
you,be
can,you
you,see
is,he
he,eating
have,you
you,got
is,it
it,that
is,it
it,that
is,it
it,<\s>
aren't,they
they,<\s>
yes,we
we,know
don't,we
we,<\s>
didn't,she
she,<\s>
did,she
she,cry
was,she
she,<\s>
did,she
she,do
wasn't,it
it,<\s>
to,her
her,<\s>
was,she
she,crying
<s>,you
you,ate
and,you
you,ate
didn't,you
you,<\s>
<s>,you
you,ate
of,them
them,didn't
didn't,you
you,<\s>
isn't,he
he,<\s>
is,he
he,<\s>
let,him
him,sit
that's,it
it,isn't
isn't,it
it,<\s>
<s>,you
you,give
give,him
him,a
well,i
i,think
think,he
he,might
wouldn't,he
he,<\s>
is,he
he,going
is,he
he,<\s>
oh,you
you,want
want,him
him,to
put,him
him,on
oh,you
you,want
isn't,it
it,when
when,you
you,look
at,it
it,<\s>
hasn't,she
she,<\s>
no,i
i,think
that's,her
her,hair
are,we
we,ready
shall,we
we,let
is,it
it,just
if,we
we,can
get,him
him,to
isn't,it
it,<\s>
oh,it
it,drags
doesn't,it
it,<\s>
<s>,we
we,saw
didn't,we
we,<\s>
<s>,they
they,were
weren't,they
they,<\s>
flattening,it
it,out
do,you
you,remember
will,it
it,<\s>
well,he
he,could
isn't,he
he,<\s>
<s>,i
i,don't
isn't,he
he,<\s>
doesn't,he
he,and
and,he
he,drives
<s>,you
you,could
wouldn't,you
you,<\s>
no,it
it,doesn't
<s>,you
you,can
put,it
it,in
and,it
it,rolls
<s>,it
it,might
didn't,he
he,<\s>
for,you
you,<\s>
is,it
it,a
here,we
we,are
is,it
it,<\s>
<s>,you
you,get
<s>,you
you,get
with,it
it,haven't
haven't,you
you,<\s>
don't,you
you,climb
<s>,i
i,hafta
get,them
them,all
are,you
you,<\s>
are,you
you,going
are,you
you,<\s>
what're,you
you,taking
with,you
you,<\s>
do,you
you,need
are,you
you,packing
with,you
you,<\s>
are,you
you,taking
with,you
you,<\s>
things,you
you,need
do,you
you,need
isn't,it
it,<\s>
with,you
you,<\s>
are,you
you,sitting
doesn't,it
it,<\s>
seen,it
it,haven't
haven't,i
i,<\s>
did,i
i,see
see,it
it,<\s>
<s>,you
you,were
throwing,it
it,about
let,us
us,see
oh,i
i,think
got,it
it,hasn't
hasn't,he
he,<\s>
do,you
you,think
got,it
it,<\s>
got,it
it,<\s>
has,he
he,<\s>
has,he
he,<\s>
are,you
you,sure
got,it
it,<\s>
has,he
he,<\s>
got,it
it,<\s>
has,he
he,got
<s>,i
i,know
seen,it
it,<\s>
isn't,it
it,<\s>
hasn't,it
it,<\s>
shall,we
we,put
put,it
it,back
there,we
we,are
isn't,it
it,<\s>
has,it
it,fallen
oh,it
it,is
isn't,it
it,<\s>
<s>,i
i,think
have,it
it,on
haven't,you
you,<\s>
have,it
it,<\s>
have,it
it,<\s>
put,it
it,back
there,we
we,are
done,it
it,<\s>
do,you
you,want
do,you
you,<\s>
<s>,i
i,don't
will,it
it,<\s>
are,you
you,going
did,she
she,say
<s>,she
she,said
said,it
it,would
make,you
you,better
what're,you
you,going
hasn't,it
it,<\s>
fix,it
it,won't
willn't,she
she,<\s>
<s>,i
i,think
think,we
we,oughta
stick,it
it,on
then,it
it,won't
will,it
it,<\s>
no,it
it,won't
there,it
it,goes
<s>,i
i,don't
is,it
it,<\s>
here,we
we,are
repair,it
it,<\s>
repair,it
it,will
will,she
she,<\s>
repair,it
it,<\s>
has,it
it,<\s>
is,it
it,darling
is,it
it,<\s>
well,i
i,think
think,you
you,can
repair,it
it,can't
can't,you
you,<\s>
<s>,you
you,just
push,it
it,back
is,it
it,<\s>
what're,you
you,doing
with,him
him,<\s>
are,you
you,taking
taking,him
him,for
are,you
you,taking
isn't,he
he,<\s>
oh,i
i,think
isn't,it
it,<\s>
hurting,him
him,<\s>
does,he
he,eat
<s>,he
he,doesn't
<s>,he
he,eats
and,he
he,eats
doesn't,he
he,<\s>
a,i
i,think
think,you
you,oughta
give,him
him,a
tell,him
him,that
give,him
him,a
tell,him
him,what
dog,he
he,is
yes,he
he,is
isn't,he
he,<\s>
is,he
he,<\s>
is,he
he,<\s>
are,you
you,<\s>
for,you
you,<\s>
are,you
you,going
are,they
they,<\s>
isn't,it
it,<\s>
<s>,i
i,don't
aren't,you
you,<\s>
<s>,you
you,want
do,you
you,<\s>
is,it
it,a
<s>,it
it,doesn't
there,you
you,are
has,he
he,<\s>
are,we
we,saying
is,he
he,<\s>
does,he
he,<\s>
is,it
it,aran
did,you
you,bang
are,you
you,going
wake,him
him,up
is,he
he,going
can,you
you,see
see,him
him,through
are,you
you,going
to,him
him,aran
can,you
you,see
see,him
him,through
is,he
he,stuck
can,you
you,see
see,him
him,through
oh,he
he,won't
willn't,he
he,can't
can,he
he,<\s>
tell,you
